ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
269	17:10:30:535	Dave	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	10 10 10	 	 
270	17:10:37:999	Dave	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	never a 10	 	 
271	17:10:39:960	Dave	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	:9	 	 
272	17:10:43:360	Dave	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	*:(	 	 
273	17:10:56:152	Tomm	clay=3; ore=1; sheep=1; wheat=1; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	Yeah.& Also 8 should be as likely as a 6...& but looads of 6's no 8's& :p	 	 
274	17:11:09:417	Dave	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	also 7's,& we've had about half the rolls as sevens	 	 
275	17:11:20:384	Tomm	clay=3; ore=1; sheep=1; wheat=1; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	7 is the most likely to be fair	 	 
276	17:11:25:399	Tomm	clay=3; ore=1; sheep=1; wheat=1; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	from what I remember	 	 
277	17:11:37:673	Dave	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	it is, yeah, even so	 	 
278	17:11:43:630	rennoc1	clay=0; ore=0; sheep=3; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120; 120,88]; settlements=[105,137]	so anyone have any ore?& I have sheep to spare	 	 
279	17:11:50:401	Dave	clay=0; ore=0; sheep=0; wheat=2; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	I have wheat	 	 
280	17:11:51:803	Tomm	clay=3; ore=1; sheep=1; wheat=1; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	fraid not	 	 
281	17:12:08:343	Server	 		Dave rolled a 5 and a 4.	 	 
282	17:12:08:347	Server	 		Dave gets 1 wheat.	 	 
283	17:12:13:778	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	more wheat,& great	 	 
284	17:12:20:386	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	anyone need wheat?	 	 
285	17:12:27:895	Tomm	clay=3; ore=1; sheep=1; wheat=1; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71]; settlements=[69,103]	Really not,& sorry.	 	 
286	17:12:41:524	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	rennoc?	 	 
