ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
680	18:38:35:386	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	wwwhat	 	 
681	18:38:36:946	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	oh, right	 	 
682	18:38:39:011	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	^_^	 	 
683	18:38:43:301	Tomm	clay=2; ore=2; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,73]; cities=[71,107]	Woo! Settlement!	 	 
684	18:38:46:754	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	ha, congrats	 	 
685	18:38:52:826	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	good game	 	 
686	18:38:58:537	Tomm	clay=2; ore=2; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,73]; cities=[71,107]	Hehe, it was fun, thanks.	 	 
687	18:39:09:499	Tomm	clay=2; ore=2; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,73]; cities=[71,107]	I think I got very lucky getting to the sheep port	 	 
688	18:39:34:612	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	I spent far too long at the start building pointless roads,& I wasn't 100% sure where I could build s	 	 
689	18:39:41:280	Tomm	clay=2; ore=2; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,73]; cities=[71,107]	24 sheep :o	 	 
690	18:39:44:723	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	haha	 	 
691	18:40:07:653	Tomm	clay=2; ore=2; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,73]; cities=[71,107]	Yeah, that is a problem...& Rennoc had lost about half way through to be honest	 	 
692	18:40:10:779	Tomm	clay=2; ore=2; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,73]; cities=[71,107]	I sort of cut him out >.>	 	 
693	18:40:17:370	Tomm	clay=2; ore=2; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,73]; cities=[71,107]	and ore is more important in the later game too	 	 
694	18:40:19:549	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	Yeah, I noticed, he couldn't really expand	 	 
695	18:40:36:557	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	I had just managed to take a wheat port,& which would have been very helpful	 	 
696	18:40:43:050	Tomm	clay=2; ore=2; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,73]; cities=[71,107]	Yes!	 	 
697	18:40:51:279	Tomm	clay=2; ore=2; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,73]; cities=[71,107]	Ports are great& if you get them	 	 
698	18:40:52:446	Tomm	clay=2; ore=2; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,73]; cities=[71,107]	Anyway, was a pleasure,& should do it again sometime, outside of the experiment!	 	 
699	18:41:00:094	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	Yeah, it's a good game	 	 
700	18:41:29:991	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	No problem, I'll send in the questionare in 10 minutes	 	 
701	18:41:35:939	Tomm	clay=2; ore=2; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,73]; cities=[71,107]	I'll get you your questionaire back tomorrow& if that is okay, Markus,& have to go myself	 	 
702	18:41:49:631	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	sure, where is your office?	 	 
703	18:42:23:300	Tomm	clay=2; ore=2; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,73]; cities=[71,107]	If you were to email me the form,& could I send a surrogate with my signed form?	 	 
704	18:42:49:601	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	I have most of wednesday off,& so I'll come in then,& any particular time you'd prefer?	 	 
705	18:43:00:109	Tomm	clay=2; ore=2; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,73]; cities=[71,107]	Have a friend who works there	 	 
