ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
327	17:20:06:743	Dave	clay=1; ore=0; sheep=0; wheat=4; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	wheat for wood anyone?	 	 
328	17:20:19:104	Dave	clay=1; ore=0; sheep=0; wheat=4; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	or a sheep	 	 
329	17:20:33:852	Tomm	clay=1; ore=0; sheep=3; wheat=2; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]	sorry :/	 	 
330	17:21:05:067	Server	 		Dave traded 4 wheat for 1 sheep from the bank.	 	 
331	17:21:16:631	Server	 		Tomm rolled a 3 and a 6.	 	 
332	17:21:16:635	Server	 		Dave gets 1 wheat.	 	 
333	17:23:18:540	Dave	clay=1; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	how do those resource tiles in the water work	 	 
334	17:23:20:034	Server	 		rennoc1 rolled a 5 and a 1.	 	 
335	17:23:20:038	Server	 		rennoc1 gets 1 sheep. Tomm gets 1 sheep.	 	 
336	17:23:36:598	Tomm	clay=1; ore=0; sheep=4; wheat=2; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]	If you have a settlement on them& you can get better trades	 	 
337	17:23:48:565	Dave	clay=1; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	I thought that was the number ones	 	 
338	17:23:49:001	Tomm	clay=1; ore=0; sheep=4; wheat=2; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]	the 3:1 means you can trade 3 of anything to 1 of anything	 	 
339	17:23:55:862	Dave	clay=1; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	what about the other ones	 	 
340	17:24:11:789	Tomm	clay=1; ore=0; sheep=4; wheat=2; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]	The resource ones -I think- mean you can trade 2 of any of that item to 1 of anything else	 	 
341	17:24:19:222	Dave	clay=1; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	ah, that's pretty good	 	 
342	17:24:20:249	Tomm	clay=1; ore=0; sheep=4; wheat=2; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]	But I might have that the wrong way around	 	 
343	17:25:05:040	rennoc1	clay=0; ore=0; sheep=5; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120; 120,88]; settlements=[105,137]	anyone have any wood?	 	 
344	17:25:10:664	Dave	clay=1; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=1; dev-cards=1	roads=[100,171; 171,170; 170,154]; settlements=[116,171]	nope, sorry	 	 
345	17:25:15:968	Tomm	clay=1; ore=0; sheep=4; wheat=2; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]	I think we are all looking for it!	 	 
