ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
550	18:07:06:653	Tomm	clay=3; ore=4; sheep=0; wheat=0; wood=2; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107; 107,71]	You crafty gender non-specific pronoun!	 	 
551	18:07:22:862	Dave	clay=2; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82]; settlements=[116,171]	I can give you one wheat and ore for wood	 	 
552	18:07:44:555	Tomm	clay=3; ore=4; sheep=0; wheat=0; wood=2; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107; 107,71]	Don't want ore.	 	 
553	18:07:51:485	Tomm	clay=3; ore=4; sheep=0; wheat=0; wood=2; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107; 107,71]	Rennoc what can you offer me for wood?	 	 
554	18:08:19:223	rennoc1	clay=7; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	how about 4 clay for 1 wood and 1 ore?	 	 
555	18:08:28:400	Dave	clay=2; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82]; settlements=[116,171]	don't do it!& it's a trap	 	 
556	18:08:51:540	Tomm	clay=3; ore=4; sheep=0; wheat=0; wood=2; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107; 107,71]	Wow, you are clay tastic, eh?	 	 
557	18:09:11:624	rennoc1	clay=7; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	yep, I speak to you from a bath of clay!	 	 
558	18:09:30:858	Dave	clay=2; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82]; settlements=[116,171]	(make sure it's not the bath clay he gives you)	 	 
559	18:09:45:023	Tomm	clay=3; ore=4; sheep=0; wheat=0; wood=2; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107; 107,71]	eww. Fair point. Fresh clay if you please	 	 
560	18:10:02:745	Server	 		Tomm made an offer to trade 1 ore, 1 wood for 4 clay.	 	 
561	18:10:06:690	Server	 		Tomm traded 1 ore, 1 wood for 4 clay from rennoc1.	 	 
562	18:10:16:530	Server	 		Tomm traded 4 clay for 1 wheat from the bank.	 	 
563	18:10:29:600	Tomm	clay=3; ore=3; sheep=0; wheat=1; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107; 107,71]	Dave... wood for a wheat?	 	 
564	18:10:31:138	rennoc1	clay=3; ore=1; sheep=0; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	my bath has been demoted to a sink	 	 
