ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
102	14:28:48:545	Thomas	clay=0; ore=5; sheep=0; wheat=1; wood=3; unknown=0; knights=0; dev-cards=0	roads=[68,104]; settlements=[84,105]	can I buy a sheep?	 	 
103	14:28:54:200	william	clay=0; ore=2; sheep=0; wheat=2; wood=2; unknown=0; knights=1; dev-cards=0	roads=[100,171]; settlements=[116,171]	none	 	 
104	14:28:56:146	Cat	clay=0; ore=2; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152]; settlements=[137,71]	no sorry	 	 
105	14:28:59:057	Thomas	clay=0; ore=5; sheep=0; wheat=1; wood=3; unknown=0; knights=0; dev-cards=0	roads=[68,104]; settlements=[84,105]	ok	 	 
106	14:29:02:904	Server	 		william rolled a 4 and a 4.	 	 
107	14:29:02:907	Server	 		Thomas gets 1 ore. william gets 1 ore, 1 wheat.	 	 
108	14:29:12:425	Server	 		william built a city.	 	 
109	14:29:19:159	Server	 		Cat rolled a 6 and a 2.	 	 
110	14:29:19:162	Server	 		Thomas gets 1 ore. william gets 2 ore, 1 wheat.	 	 
111	14:29:41:514	Server	 		Thomas rolled a 3 and a 1.	 	 
112	14:29:41:517	Server	 		Thomas gets 1 clay. william gets 1 wheat. Cat gets 1 wheat.	 	 
113	14:29:53:624	william	clay=0; ore=2; sheep=0; wheat=3; wood=2; unknown=0; knights=1; dev-cards=0	roads=[100,171]	i've got too much wheat!	 	 
114	14:30:01:244	Thomas	clay=1; ore=7; sheep=0; wheat=1; wood=3; unknown=0; knights=0; dev-cards=0	roads=[68,104]; settlements=[84,105]	sheep again anyone?	 	 
115	14:30:04:929	Thomas	clay=1; ore=7; sheep=0; wheat=1; wood=3; unknown=0; knights=0; dev-cards=0	roads=[68,104]; settlements=[84,105]	or clay	 	 
116	14:30:05:071	william	clay=0; ore=2; sheep=0; wheat=3; wood=2; unknown=0; knights=1; dev-cards=0	roads=[100,171]	no	 	 
117	14:30:09:623	william	clay=0; ore=2; sheep=0; wheat=3; wood=2; unknown=0; knights=1; dev-cards=0	roads=[100,171]	n	 	 
118	14:30:21:721	Cat	clay=0; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152]; settlements=[137,71]	no	 	 
119	14:30:40:682	Server	 		Thomas traded 4 ore for 1 clay from the bank.	 	 
120	14:31:00:304	Server	 		william rolled a 3 and a 3.	 	 
121	14:31:00:307	Server	 		No player gets anything.	 	 
122	14:31:09:825	Cat	clay=0; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152]; settlements=[137,71]	is the robber robbing me?	 	 
123	14:31:14:238	Cat	clay=0; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152]; settlements=[137,71]	can I move him?	 	 
124	14:31:23:661	Thomas	clay=2; ore=3; sheep=0; wheat=1; wood=3; unknown=0; knights=0; dev-cards=0	roads=[68,104]; settlements=[84,105]	if you roll a 7	 	 
125	14:31:33:887	william	clay=0; ore=2; sheep=0; wheat=3; wood=2; unknown=0; knights=1; dev-cards=0	roads=[100,171]	the robber prevents you from getting that stuff while he's there	 	 
126	14:31:41:543	william	clay=0; ore=2; sheep=0; wheat=3; wood=2; unknown=0; knights=1; dev-cards=0	roads=[100,171]	can someone give me an ore??	 	 
127	14:31:51:692	Cat	clay=0; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152]; settlements=[137,71]	what for?	 	 
128	14:31:55:255	william	clay=0; ore=2; sheep=0; wheat=3; wood=2; unknown=0; knights=1; dev-cards=0	roads=[100,171]	wheat or wood	 	 
129	14:31:59:035	Thomas	clay=2; ore=3; sheep=0; wheat=1; wood=3; unknown=0; knights=0; dev-cards=0	roads=[68,104]; settlements=[84,105]	sure	 	 
130	14:32:02:206	william	clay=0; ore=2; sheep=0; wheat=3; wood=2; unknown=0; knights=1; dev-cards=0	roads=[100,171]	which?	 	 
131	14:32:08:087	Cat	clay=0; ore=2; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152]; settlements=[137,71]	how about sheep or clar?	 	 
132	14:32:08:429	Thomas	clay=2; ore=3; sheep=0; wheat=1; wood=3; unknown=0; knights=0; dev-cards=0	roads=[68,104]; settlements=[84,105]	wheat please	 	 
133	14:32:13:078	william	clay=0; ore=2; sheep=0; wheat=3; wood=2; unknown=0; knights=1; dev-cards=0	roads=[100,171]	k	 	 
134	14:32:24:865	Server	 		william made an offer to trade 1 wheat for 1 ore.	 	 
135	14:32:44:380	Thomas	clay=2; ore=3; sheep=0; wheat=1; wood=3; unknown=0; knights=0; dev-cards=0	roads=[68,104]; settlements=[84,105]	sorry & retry	 	 
136	14:32:47:279	Thomas	clay=2; ore=3; sheep=0; wheat=1; wood=3; unknown=0; knights=0; dev-cards=0	roads=[68,104]; settlements=[84,105]	couldn't see it	 	 
137	14:33:00:238	william	clay=0; ore=2; sheep=0; wheat=3; wood=2; unknown=0; knights=1; dev-cards=0	roads=[100,171]	if you move another window on top of the speech bubble & you will see it	 	 
138	14:33:06:767	william	clay=0; ore=2; sheep=0; wheat=3; wood=2; unknown=0; knights=1; dev-cards=0	roads=[100,171]	"like ""whiping"" over it"	 	 
139	14:33:14:087	Server	 		william made an offer to trade 1 wheat for 1 ore.	 	 
140	14:33:19:483	Server	 		william traded 1 wheat for 1 ore from Thomas.	 	 
141	14:33:22:267	Thomas	clay=2; ore=2; sheep=0; wheat=2; wood=3; unknown=0; knights=0; dev-cards=0	roads=[68,104]; settlements=[84,105]	thanks	 	 
142	14:33:40:720	Server	 		william built a city.	 	 
143	14:33:48:927	Server	 		Cat rolled a 1 and a 1.	 	 
144	14:33:48:928	Server	 		No player gets anything.	 	 
