ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
377	15:06:34:060	Cat	clay=1; ore=1; sheep=1; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152; 152,168]; cities=[137,71]	so if i want to put a settlement down	 	 
378	15:06:38:445	Cat	clay=1; ore=1; sheep=1; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152; 152,168]; cities=[137,71]	where can i do so?	 	 
379	15:06:53:880	Thomas	clay=2; ore=3; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[68,104; 104,105; 105,122]; cities=[84,105]	on one of your roads	 	 
380	15:06:56:209	william	clay=1; ore=2; sheep=0; wheat=4; wood=0; unknown=0; knights=2; dev-cards=3	roads=[100,171; 171,101; 101,188; 188,172]; cities=[116,171; 171,118; 118,205]	on any corner that has distance at least two to all other settlements	 	 
381	15:07:04:650	william	clay=1; ore=2; sheep=0; wheat=4; wood=0; unknown=0; knights=2; dev-cards=3	roads=[100,171; 171,101; 101,188; 188,172]; cities=[116,171; 171,118; 118,205]	connected yes	 	 
382	15:07:11:634	Server	 		Cat built a settlement.	 	 
383	15:07:20:983	Server	 		Thomas rolled a 3 and a 4.	 	 
384	15:07:24:444	Cat	clay=0; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152; 152,168]; cities=[137,71]	thx	 	 
385	15:08:28:887	Cat	clay=0; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152; 152,168]; cities=[137,71]	well done	 	 
386	15:08:32:762	Thomas	clay=0; ore=1; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[68,104; 104,105; 105,122]; cities=[84,105]	3 knights?	 	 
387	15:08:33:784	william	clay=1; ore=2; sheep=0; wheat=4; wood=0; unknown=0; knights=3; dev-cards=2	roads=[100,171; 171,101; 101,188; 188,172]; cities=[116,171; 171,118; 118,205]	thanks for playing	 	 
388	15:08:34:588	Thomas	clay=0; ore=1; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[68,104; 104,105; 105,122]; cities=[84,105]	gg	 	 
389	15:08:35:328	william	clay=1; ore=2; sheep=0; wheat=4; wood=0; unknown=0; knights=3; dev-cards=2	roads=[100,171; 171,101; 101,188; 188,172]; cities=[116,171; 171,118; 118,205]	yiu	 	 
390	15:08:37:458	william	clay=1; ore=2; sheep=0; wheat=4; wood=0; unknown=0; knights=3; dev-cards=2	roads=[100,171; 171,101; 101,188; 188,172]; cities=[116,171; 171,118; 118,205]	yup	 	 
391	15:09:07:416	william	clay=1; ore=2; sheep=0; wheat=4; wood=0; unknown=0; knights=3; dev-cards=2	roads=[100,171; 171,101; 101,188; 188,172]; cities=[116,171; 171,118; 118,205]	k	 	 
392	15:09:08:067	Thomas	clay=0; ore=1; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[68,104; 104,105; 105,122]; cities=[84,105]	ok	 	 
393	15:09:11:307	Cat	clay=0; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152; 152,168]; cities=[137,71]	ok	 	 
394	15:09:17:702	Cat	clay=0; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152; 152,168]; cities=[137,71]	bye then	 	 
395	15:09:23:021	Cat	clay=0; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152; 152,168]; cities=[137,71]	ok	 	 
396	15:09:49:265	Cat	clay=0; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152; 152,168]; cities=[137,71]	ok, I'll come by		
397	15:09:54:731	Thomas	clay=0; ore=1; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[68,104; 104,105; 105,122]; cities=[84,105]	ok, thanks		
