ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
494	17:59:20:612	rennoc1	clay=5; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	brb	 	 
495	17:59:39:528	Tomm	clay=2; ore=4; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107; 107,71]	Fancy some tasty ore?	 	 
496	17:59:47:450	Dave	clay=3; ore=1; sheep=0; wheat=3; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	I do not& ^_^	 	 
497	17:59:56:760	Tomm	clay=2; ore=4; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107; 107,71]	But... you can... you know... smelt it?	 	 
498	17:59:59:509	Server	 		Tomm rolled a 1 and a 4.	 	 
499	17:59:59:513	Server	 		rennoc1 gets 2 clay. Dave gets 1 wheat.	 	 
500	18:00:23:361	Tomm	clay=2; ore=4; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107; 107,71]	How about clay?	 	 
501	18:00:39:083	Dave	clay=3; ore=1; sheep=0; wheat=4; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	nope, sorry,& I'm good for clay	 	 
502	18:00:40:208	Tomm	clay=2; ore=4; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107; 107,71]	For... you know... sculpture?	 	 
503	18:00:45:347	Dave	clay=3; ore=1; sheep=0; wheat=4; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	and pots	 	 
