ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
616	18:18:57:733	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]; cities=[71,107]	Settlement is worth 2, city 3	 	 
617	18:19:01:249	Dave	clay=2; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171]	anyone got wood or sheep to trade?	 	 
618	18:20:11:454	rennoc1	clay=5; ore=1; sheep=2; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	well, I am going to have to go in 5-10 mins, so before I do does anyone want any of my resources	 	 
619	18:20:26:851	Dave	clay=2; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171]	you have to go?	 	 
620	18:20:49:441	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]; cities=[71,107]	I'm confused...& I think I should have won?	 	 
621	18:21:00:031	rennoc1	clay=5; ore=1; sheep=2; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	unfortunately,& yes.	 	 
622	18:21:20:518	Dave	clay=2; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171]	I'll add time shall I?& We can always end it when we want anyway	 	 
623	18:21:25:807	rennoc1	clay=5; ore=1; sheep=2; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	if we dont add time& i could play till then though!	 	 
624	18:21:31:671	rennoc1	clay=5; ore=1; sheep=2; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	or that.	 	 
625	18:21:48:982	Dave	clay=2; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171]	do you have any wood or sheep rennoc?	 	 
626	18:22:11:104	rennoc1	clay=5; ore=1; sheep=2; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	both	 	 
627	18:22:24:527	Dave	clay=2; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171]	1 ore and 1 wheat for 1 wood and 1 sheep?	 	 
628	18:22:50:705	rennoc1	clay=5; ore=1; sheep=2; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	how about this.	 	 
629	18:22:57:446	Dave	clay=2; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171]	addtime	 	 
630	18:23:16:042	Server	 		rennoc1 made an offer to trade 1 clay, 1 sheep, 1 wood for 1 ore, 2 wheat.	 	 
631	18:23:28:225	Dave	clay=2; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171]	don't have 2 wheat	 	 
632	18:23:31:834	rennoc1	clay=5; ore=1; sheep=2; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	oh	 	 
633	18:23:32:385	Dave	clay=2; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171]	would have offered it otherwise	 	 
634	18:24:24:551	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]; cities=[71,107]	bugger, I can't add up, that's why.	 	 
635	18:24:32:594	Dave	clay=2; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171]	heh	 	 
636	18:25:35:238	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]; cities=[71,107]	?	 	 
637	18:25:42:555	Dave	clay=2; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171]	rennoc, you there?	 	 
638	18:25:44:877	rennoc1	clay=5; ore=1; sheep=2; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	I really need to head off, what do you need guys? i have 5 clay, 1 ore, 2 sheep, 1 wood.	 	 
639	18:25:52:060	Dave	clay=2; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171]	sheep, wood	 	 
640	18:25:58:301	rennoc1	clay=5; ore=1; sheep=2; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	sorry for cutting things short on my part	 	 
641	18:26:21:734	rennoc1	clay=5; ore=1; sheep=2; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	how about you tomm?	 	 
642	18:26:28:667	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]; cities=[71,107]	Feel free to fire me the clay	 	 
643	18:27:26:815	rennoc1	clay=5; ore=1; sheep=2; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	ok it turns out you have to give me something in a trade	 	 
644	18:27:33:200	Dave	clay=2; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171]	a clay?	 	 
645	18:27:54:360	Server	 		rennoc1 made an offer to trade 2 sheep, 1 wood for 1 clay.	 	 
646	18:27:57:655	Server	 		rennoc1 traded 2 sheep, 1 wood for 1 clay from Dave.	 	 
647	18:28:49:617	rennoc1	clay=6; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	have anything you can spare for the trade tomm?	 	 
648	18:29:02:907	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]; cities=[71,107]	not realy, just ditch it	 	 
649	18:29:30:282	rennoc1	clay=6; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	ok , thanks guys and good luck!	 	 
650	18:29:50:998	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]; cities=[71,107]	cheers, was good playing!	 	 
651	18:30:12:123	Dave	clay=1; ore=1; sheep=2; wheat=1; wood=1; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171]	so what happens if he quits?	 	 
652	18:30:17:412	Dave	clay=1; ore=1; sheep=2; wheat=1; wood=1; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171]	will the game remove him?	 	 
653	18:30:23:941	Tomm	clay=0; ore=0; sheep=0; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]; cities=[71,107]	press done on his go& :P	 	 
654	18:30:32:666	Server	 		Dave rolled a 1 and a 5.	 	 
655	18:30:32:669	Server	 		rennoc1 gets 1 sheep. Tomm gets 3 sheep.	 	 
656	18:30:34:561	Tomm	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]; cities=[71,107]	lets finish this up!	 	 
657	18:30:36:241	Tomm	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]; cities=[71,107]	SHEEP!	 	 
658	18:30:41:763	Server	 		Dave built a settlement.	 	 
659	18:30:54:219	Server	 		Tomm rolled a 3 and a 1.	 	 
660	18:30:54:222	Server	 		Dave gets 1 clay. Tomm gets 3 ore.	 	 
661	18:31:07:697	Server	 		Tomm traded 2 sheep for 1 wheat from a port.	 	 
662	18:31:18:499	Server	 		Dave rolled a 3 and a 6.	 	 
663	18:31:18:501	Server	 		Dave gets 1 wheat. Tomm gets 2 clay.	 	 
664	18:32:49:455	Server	 		Tomm rolled a 6 and a 1.	 	 
665	18:33:02:457	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	null needs to discard?	 	 
666	18:33:06:897	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	I'm guessing that's rennoc	 	 
667	18:33:30:417	Tomm	clay=3; ore=2; sheep=0; wheat=0; wood=1; unknown=0; knights=2; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]; cities=[71,107]	Oh... I can't move the robber?	 	 
668	18:33:42:250	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	you've moved it already?	 	 
669	18:33:56:920	Tomm	clay=3; ore=2; sheep=0; wheat=0; wood=1; unknown=0; knights=2; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]; cities=[71,107]	No, that was for a soldier card	 	 
670	18:34:01:114	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	oh	 	 
671	18:34:13:834	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	it says null needs to discard,& I think it's a bug	 	 
672	18:34:24:707	Dave	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99; 99,82; 82,66]; settlements=[116,171; 171,67]	it's still counting rennoc as having over 7 resources	 	 
673	18:35:54:299	Tomm	clay=3; ore=2; sheep=0; wheat=0; wood=1; unknown=0; knights=2; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103]; cities=[71,107]	yes, fixed	 	 
674	18:37:13:804	Server	 		Dave rolled a 3 and a 2.	 	 
675	18:37:13:807	Server	 		Dave gets 1 wheat.	 	 
676	18:37:29:629	Server	 		Tomm rolled a 2 and a 4.	 	 
677	18:37:29:631	Server	 		Tomm gets 3 sheep.	 	 
678	18:38:21:329	Server	 		Tomm traded 2 sheep for 1 wheat from a port.	 	 
679	18:38:30:092	Server	 		Tomm built a settlement.	 	 
