ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
231	14:48:13:302	Server	 		Thomas built a road.	 	 
232	14:48:20:437	Server	 		Thomas built a road.	 	 
233	14:48:26:930	Server	 		william rolled a 5 and a 5.	 	 
234	14:48:26:932	Server	 		No player gets anything.	 	 
235	14:48:35:308	Server	 		william built a road.	 	 
236	14:48:44:723	Server	 		Cat rolled a 6 and a 2.	 	 
237	14:48:44:725	Server	 		Thomas gets 2 ore. william gets 2 ore, 2 wheat.	 	 
238	14:48:51:797	Cat	clay=0; ore=0; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152]	i can exchange wood	 	 
239	14:48:57:187	Cat	clay=0; ore=0; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152]	one wood though	 	 
240	14:49:02:889	william	clay=1; ore=3; sheep=0; wheat=4; wood=2; unknown=0; knights=1; dev-cards=0	roads=[100,171; 171,101; 101,188]; cities=[116,171]	no thx	 	 
241	14:49:05:319	Cat	clay=0; ore=0; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152]	ok	 	 
242	14:49:09:521	Server	 		Thomas rolled a 4 and a 2.	 	 
243	14:49:09:523	Server	 		Thomas gets 1 ore. Cat gets 1 ore.	 	 
244	14:49:23:130	Server	 		william rolled a 6 and a 1.	 	 
245	14:49:53:393	Server	 		william built a city.	 	 
246	14:50:00:168	Server	 		Cat rolled a 3 and a 2.	 	 
247	14:50:00:169	Server	 		william gets 2 clay.	 	 
248	14:50:13:850	Cat	clay=0; ore=1; sheep=0; wheat=0; wood=2; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152]	anyone would give me clay?	 	 
249	14:50:23:237	Thomas	clay=0; ore=3; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[68,104; 104,105; 105,122]	none here	 	 
250	14:50:32:967	william	clay=2; ore=0; sheep=0; wheat=1; wood=0; unknown=0; knights=1; dev-cards=0	roads=[100,171; 171,101; 101,188]; cities=[116,171; 171,118]	no	 	 
251	14:51:04:536	Cat	clay=0; ore=1; sheep=0; wheat=0; wood=2; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152]	I have one wood to exchange	 	 
252	14:51:08:614	Cat	clay=0; ore=1; sheep=0; wheat=0; wood=2; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152]	any takers?	 	 
253	14:51:14:567	william	clay=2; ore=0; sheep=0; wheat=1; wood=0; unknown=0; knights=1; dev-cards=0	roads=[100,171; 171,101; 101,188]; cities=[116,171; 171,118]	no	 	 
254	14:51:15:360	Cat	clay=0; ore=1; sheep=0; wheat=0; wood=2; unknown=0; knights=0; dev-cards=0	roads=[136,70; 70,152]	for sheep, wheat or clary	 	 
255	14:51:27:810	Server	 		Thomas rolled a 5 and a 3.	 	 
