ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
439	17:48:06:438	rennoc1	clay=2; ore=0; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	so you have ore to spare then...?	 	 
440	17:48:14:303	Dave	clay=1; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	I do	 	 
441	17:48:16:759	Dave	clay=1; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	ore for wood?	 	 
442	17:48:33:350	rennoc1	clay=2; ore=0; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	if only...& I have clay?	 	 
443	17:48:54:904	Dave	clay=1; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	that is more useful	 	 
444	17:48:58:161	Dave	clay=1; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	yeah, go ahead	 	 
445	17:50:29:695	Tomm	clay=0; ore=1; sheep=1; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	Sorry, back	 	 
446	17:50:31:585	Tomm	clay=0; ore=1; sheep=1; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	what did I miss?	 	 
447	17:50:35:243	Dave	clay=1; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	not much	 	 
448	17:50:43:172	Dave	clay=1; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	ADDTIME	 	 
449	17:50:54:732	Dave	clay=1; ore=1; sheep=0; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	we play this to the end, not until the time runs out, yeah?	 	 
450	17:51:00:400	Tomm	clay=0; ore=1; sheep=1; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	yeah, we'll see	 	 
451	17:51:29:903	Tomm	clay=0; ore=1; sheep=1; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	Right, anyway...& so I have bugger all... annnnd... yes.	 	 
452	17:51:39:427	Server	 		rennoc1 rolled a 4 and a 1.	 	 
453	17:51:39:430	Server	 		rennoc1 gets 2 clay. Dave gets 1 wheat.	 	 
454	17:51:59:595	rennoc1	clay=4; ore=0; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	so dave, what did you have to trade for clay?	 	 
455	17:52:01:174	Tomm	clay=0; ore=1; sheep=1; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	I covert rennoc's clay.	 	 
456	17:52:09:092	Tomm	clay=0; ore=1; sheep=1; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	I could offer things?	 	 
457	17:52:18:653	Dave	clay=1; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	wood?	 	 
458	17:52:24:222	Tomm	clay=0; ore=1; sheep=1; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	Ore?	 	 
459	17:52:34:398	Dave	clay=1; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	clay rennoc	 	 
460	17:52:44:630	Dave	clay=1; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	I have ore to trade (or wheat, always wheat)	 	 
461	17:52:59:020	rennoc1	clay=4; ore=0; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	tomm, do you have ore?	 	 
462	17:53:02:861	Tomm	clay=0; ore=1; sheep=1; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	Yes, yes I do	 	 
463	17:53:23:412	rennoc1	clay=4; ore=0; sheep=1; wheat=0; wood=0; unknown=0; knights=0; dev-cards=1	roads=[104,120; 120,88]; settlements=[105,137]	ok	 	 
464	17:53:38:557	Server	 		rennoc1 made an offer to trade 1 clay for 1 wheat.	 	 
465	17:53:45:382	Server	 		rennoc1 traded 1 clay for 1 wheat from Dave.	 	 
466	17:53:53:276	Server	 		rennoc1 made an offer to trade 1 clay for 1 ore.	 	 
467	17:54:01:498	Server	 		rennoc1 traded 1 clay for 1 ore from Tomm.	 	 
468	17:54:16:266	Tomm	clay=1; ore=0; sheep=1; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	8!	 	 
469	17:54:17:639	Tomm	clay=1; ore=0; sheep=1; wheat=0; wood=1; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	8!	 	 
470	17:54:17:756	Server	 		Dave rolled a 6 and a 5.	 	 
471	17:54:17:759	Server	 		rennoc1 gets 1 wheat. Tomm gets 1 wheat.	 	 
