ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
380	17:34:53:522	Tomm	clay=1; ore=0; sheep=2; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	Woo!& Clay!& Hard-earned clay!	 	 
381	17:34:58:520	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	anyone got clay or ore they can swap for wheat?	 	 
382	17:35:07:544	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	clay or wood, rather	 	 
383	17:36:00:454	Tomm	clay=1; ore=0; sheep=2; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	Only got that one	 	 
384	17:36:15:811	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	could you, by any chance, use some fine high quality wheat	 	 
385	17:36:30:315	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	guaranteed to be 100% more edible than clay	 	 
386	17:36:39:533	Tomm	clay=1; ore=0; sheep=2; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	If I get more clay,& perhaps...& I can eat the sheep for now.	 	 
387	17:36:52:804	Tomm	clay=1; ore=0; sheep=2; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	Cook them in my lovely new tandoor oven I made out of the clay!	 	 
388	17:36:52:832	rennoc1	clay=0; ore=0; sheep=5; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120; 120,88]; settlements=[105,137]	maybe& but I have almost nothing but wheat to trade back	 	 
389	17:37:08:213	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	clay or wood rennoc?	 	 
390	17:37:11:021	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	either one	 	 
391	17:37:22:408	rennoc1	clay=0; ore=0; sheep=5; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120; 120,88]; settlements=[105,137]	unfortunately, neither one	 	 
392	17:38:32:369	rennoc1	clay=0; ore=0; sheep=5; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120; 120,88]; settlements=[105,137]	tomm, could I give you 3 sheep for a clay and an ore?	 	 
393	17:38:56:184	Tomm	clay=1; ore=0; sheep=2; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	I don't have ore, I'm afraid!	 	 
394	17:39:03:532	Tomm	clay=1; ore=0; sheep=2; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	Plus... I'm basically rolling in sheep	 	 
395	17:40:07:492	Tomm	clay=1; ore=0; sheep=2; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	Really need to move that robber blocking your clay, eh?& :/	 	 
396	17:40:24:860	rennoc1	clay=0; ore=0; sheep=5; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120; 120,88]; settlements=[105,137]	but if I gave you some sheep,& you could trade them back for the resources you'd need	 	 
397	17:40:43:593	Tomm	clay=1; ore=0; sheep=2; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	Well, as I say, don't have any ore at all	 	 
398	17:41:04:101	rennoc1	clay=0; ore=0; sheep=5; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120; 120,88]; settlements=[105,137]	ok,& cool.	 	 
399	17:41:07:129	Tomm	clay=1; ore=0; sheep=2; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	I think Dave is the only one who does	 	 
400	17:41:16:309	Tomm	clay=1; ore=0; sheep=2; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	*whispers*horder!	 	 
401	17:41:28:085	rennoc1	clay=0; ore=0; sheep=5; wheat=2; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120; 120,88]; settlements=[105,137]	do you have any ores, dave?	 	 
402	17:41:31:532	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	lo	 	 
403	17:41:34:140	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	I don't, no	 	 
404	17:41:36:124	Dave	clay=0; ore=0; sheep=0; wheat=3; wood=0; unknown=0; knights=1; dev-cards=2	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	I have wheat	 	 
405	17:42:16:368	Server	 		rennoc1 traded 4 sheep for 1 ore from the bank.	 	 
406	17:43:23:836	Server	 		Dave rolled a 2 and a 2.	 	 
407	17:43:23:840	Server	 		rennoc1 gets 1 clay. Dave gets 1 clay. Tomm gets 1 ore.	 	 
408	17:43:28:047	Dave	clay=1; ore=0; sheep=0; wheat=4; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	wheat	 	 
409	17:43:31:727	Dave	clay=1; ore=0; sheep=0; wheat=4; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	I stole your wheat	 	 
410	17:43:52:498	Server	 		Tomm rolled a 1 and a 1.	 	 
411	17:43:52:501	Server	 		No player gets anything.	 	 
412	17:43:54:656	Dave	clay=1; ore=0; sheep=0; wheat=4; wood=0; unknown=0; knights=2; dev-cards=1	roads=[100,171; 171,170; 170,154; 154,99]; settlements=[116,171]	aand, I didn't mean to end that	 	 
413	17:43:54:918	Tomm	clay=1; ore=1; sheep=2; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[69,86; 86,70; 70,71; 71,72; 72,73; 73,90]; settlements=[69,103; 103,107]	Wait, who'd you steam from?	 	 
