ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
152	16:51:41:793	Dave	clay=1; ore=1; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	Ok& now I can trade you ore or wood,& need either?	 	 
153	16:51:41:981	Tomm	clay=0; ore=0; sheep=3; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	Well looks like you have stuff now Dave& :P	 	 
154	16:51:54:528	Tomm	clay=0; ore=0; sheep=3; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	Ore would be good.	 	 
155	16:52:00:034	Dave	clay=1; ore=1; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	1 ore for 1 sheep it is	 	 
156	16:52:05:390	rennoc1	clay=1; ore=1; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120]; settlements=[105,137]	can I have some wood dave?	 	 
157	16:52:15:130	Dave	clay=1; ore=1; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	what have you got to trade?	 	 
158	16:52:35:687	rennoc1	clay=1; ore=1; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120]; settlements=[105,137]	sheep	 	 
159	16:52:45:618	Dave	clay=1; ore=1; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	I guess I can use two sheep	 	 
160	16:52:54:867	Dave	clay=1; ore=1; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	yeah,& go ahead	 	 
161	16:53:02:375	rennoc1	clay=1; ore=1; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120]; settlements=[105,137]	i only have one sheep	 	 
162	16:53:02:672	Tomm	clay=0; ore=0; sheep=3; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	well you have no way of getting them yourself yet	 	 
163	16:53:06:291	Dave	clay=1; ore=1; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	true	 	 
164	16:53:17:892	Dave	clay=1; ore=1; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	yeah,& i mean I'll still trade with tomm& after this trade	 	 
165	16:53:21:400	Server	 		rennoc1 made an offer to trade 1 sheep for 1 wood.	 	 
166	16:53:26:886	Dave	clay=1; ore=1; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	wrong person	 	 
167	16:53:32:704	rennoc1	clay=1; ore=1; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[104,120]; settlements=[105,137]	...oh	 	 
168	16:53:39:987	Tomm	clay=0; ore=0; sheep=3; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	little colour ticky boxes	 	 
169	16:53:48:706	Tomm	clay=0; ore=0; sheep=3; wheat=3; wood=0; unknown=0; knights=1; dev-cards=0	roads=[69,86; 86,70]; settlements=[69,103]	Really easy to miss,& I did that too.	 	 
170	16:53:48:712	Server	 		rennoc1 made an offer to trade 1 sheep for 1 wood.	 	 
171	16:53:54:923	Server	 		rennoc1 traded 1 sheep for 1 wood from Dave.	 	 
172	16:53:55:184	rennoc1	clay=1; ore=1; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=0	roads=[104,120]; settlements=[105,137]	cool, thanks& :)	 	 
173	16:54:03:797	Dave	clay=1; ore=1; sheep=1; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[100,171; 171,170]; settlements=[116,171]	np	 	 
174	16:54:14:577	Server	 		rennoc1 built a road.	 	 
175	16:54:19:580	Server	 		Dave rolled a 5 and a 2.	 	 
