ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
30	14:17:13:023	Cat	clay=1; ore=1; sheep=0; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[136,70]; settlements=[137,71]	how do we do an exchange?	 	 
31	14:17:21:045	william	clay=0; ore=1; sheep=0; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	first we chat about it	 	 
32	14:17:29:027	william	clay=0; ore=1; sheep=0; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	when we actually want to exchange...	 	 
33	14:17:31:281	Thomas	clay=0; ore=2; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[68,104]; settlements=[84,105]	register a trade'	 	 
34	14:17:34:076	william	clay=0; ore=1; sheep=0; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	"we click ""register a trade"	 	 
35	14:17:59:932	Cat	clay=1; ore=1; sheep=0; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[136,70]; settlements=[137,71]	okay, & let's do an exchange	 	 
36	14:18:13:811	william	clay=0; ore=1; sheep=0; wheat=3; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	what kind?	 	 
37	14:18:14:522	Server	 		Cat made an offer to trade 1 wood for 1 wheat.	 	 
38	14:18:22:862	Server	 		Cat traded 1 wood for 1 wheat from william.	 	 
39	14:18:26:724	Cat	clay=1; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[136,70]; settlements=[137,71]	wood for wheat	 	 
40	14:18:35:810	Thomas	clay=0; ore=2; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[68,104]; settlements=[84,105]	which do you want?	 	 
41	14:18:38:340	william	clay=0; ore=1; sheep=0; wheat=2; wood=2; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	yup i saw it	 	 
42	14:18:43:942	william	clay=0; ore=1; sheep=0; wheat=2; wood=2; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	already traded, tom	 	 
43	14:18:47:922	Thomas	clay=0; ore=2; sheep=0; wheat=1; wood=2; unknown=0; knights=0; dev-cards=0	roads=[68,104]; settlements=[84,105]	ok	 	 
44	14:18:50:130	Cat	clay=1; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[136,70]; settlements=[137,71]	thanks	 	 
45	14:19:06:070	Cat	clay=1; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[136,70]; settlements=[137,71]	what else can I do during the turn? & (i am new to this)	 	 
46	14:19:12:523	william	clay=0; ore=1; sheep=0; wheat=2; wood=2; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	"build, trade, ""done"""	 	 
47	14:19:32:718	Server	 		Thomas rolled a 5 and a 2.	 	 
48	14:20:22:787	Thomas	clay=0; ore=2; sheep=0; wheat=1; wood=3; unknown=0; knights=0; dev-cards=0	roads=[68,104]; settlements=[84,105]	anyone want wood?	 	 
49	14:20:26:819	Thomas	clay=0; ore=2; sheep=0; wheat=1; wood=3; unknown=0; knights=0; dev-cards=0	roads=[68,104]; settlements=[84,105]	sorry clay	 	 
50	14:20:26:843	william	clay=0; ore=1; sheep=0; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	no	 	 
51	14:20:40:580	Server	 		william rolled a 4 and a 6.	 	 
52	14:20:40:583	Server	 		william gets 1 sheep.	 	 
53	14:20:45:334	Cat	clay=1; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[136,70]; settlements=[137,71]	so if I build a road & do i get the resources next to it?	 	 
54	14:20:53:411	william	clay=0; ore=1; sheep=1; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	no, you need a settlement	 	 
55	14:20:57:883	william	clay=0; ore=1; sheep=1; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	roads lead to settlements	 	 
56	14:21:07:812	william	clay=0; ore=1; sheep=1; wheat=2; wood=1; unknown=0; knights=0; dev-cards=0	roads=[100,171]; settlements=[116,171]	all settlements must have a min distance of 2	 	 
57	14:21:14:008	Cat	clay=1; ore=1; sheep=0; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[136,70]; settlements=[137,71]	okay	 	 
58	14:21:25:678	Server	 		Cat rolled a 2 and a 4.	 	 
59	14:21:25:681	Server	 		Thomas gets 1 ore. Cat gets 1 ore.	 	 
